	alpha_1	alpha_2	alpha_3	sigma.sq_1	sigma.sq_2	sigma.sq_3	theta_1	theta_2	theta_3
482	0.081588219	0.082034104	0.086567451	0.168259934	0.168259934	0.168259934	8.491442164	4.819156032	5.702430643
483	0.02834565	0.027504661	0.020744434	0.081910122	0.081910122	0.081910122	7.998510035	5.309370038	2.709741514
484	0.001265738	1.90E-06	2.06E-09	0.045273442	0.045273442	0.045273442	7.718725268	5.74886805	-72.57186452
485	0.05407723	0.462772985	3.19E-09	2.14E-09	2.14E-09	2.14E-09	9.55E-30	5.608131437	3.77E-22
486	0.019695879	0.018341361	0.017606796	0.049851306	0.049851306	0.049851306	8.175712543	6.400668054	4.361517728
487	0.055693195	0.056049145	0.048603734	0.124041017	0.124041017	0.124041017	9.983950694	6.010895781	3.944928296
488	0.072906061	0.457957087	2.61E-09	2.09E-09	2.09E-09	2.09E-09	1.93E-28	2.57875062	2.09E-22
489	0.005711647	0.000518627	0.000327305	0.03183347	0.03183347	0.03183347	9.22304715	5.773186268	3.917460432
490	0.004614736	0.000263665	0.000115701	0.037626391	0.037626391	0.037626391	8.437961948	5.788001567	3.751136436
491	0.059915156	0.392414402	2.10E-09	2.06E-09	2.06E-09	2.06E-09	4.64E-11	6.217684989	-7.98E-14
492	0.022320118	0.019267121	0.020737572	0.067571712	0.067571712	0.067571712	9.547875684	6.034257633	4.129412224
493	0.025034222	0.027512551	0.026257772	0.084325588	0.084325588	0.084325588	7.836039363	5.091990826	2.985143316
494	0.025698042	0.019620135	0.02162505	0.068505959	0.068505959	0.068505959	8.592944781	4.816680527	4.631296199
495	0.14349513	0.505326597	2.13E-09	2.07E-09	2.07E-09	2.07E-09	-3.81E-31	3.959664141	5.82E-24
496	0.048968547	0.050184156	0.047656276	0.077293743	0.077293743	0.077293743	8.875350747	6.931235714	5.133149182
497	0.146807108	0.507687503	6.53E-05	2.40E-09	2.40E-09	2.40E-09	-1.96E-28	2.66418791	9.98E-20
498	0.004502035	0.000186633	0.021022342	0.035219301	0.035219301	0.035219301	6.451604915	5.23893289	4.98699415
499	3.25E-05	0.368198262	3.68E-05	0.350619465	0.350619465	0.350619465	1.32E-15	4.747749937	-8.48E-12
500	0.11526073	0.541736463	8.87E-09	2.06E-09	2.06E-09	2.06E-09	-2.77E-30	3.195730922	1.05E-24
501	0.055167085	0.057072285	0.0420182	0.097859226	0.097859226	0.097859226	8.149158737	5.694279014	5.052813929
502	0.173068078	0.544503404	3.41E-09	2.06E-09	2.06E-09	2.06E-09	-5.35E-33	6.311960169	6.41E-25
503	0.056075083	0.053537843	0.047298274	0.102401476	0.102401476	0.102401476	9.022826788	5.94656159	3.829810692
504	0.061270057	0.061672664	0.058066698	0.09713458	0.09713458	0.09713458	8.093045914	5.572191871	4.193512575
505	0.004134893	6.18E-05	0.012337279	0.02712108	0.02712108	0.02712108	6.787453798	5.169204219	4.668540299
506	0.091813877	0.095348794	0.099355816	0.1615758	0.1615758	0.1615758	7.170152812	5.219906984	3.835253484
507	0.028991509	0.02679769	0.025197901	0.066112167	0.066112167	0.066112167	6.872784604	5.326435109	3.668842029
508	0.040697373	0.043254415	0.046348488	0.09224785	0.09224785	0.09224785	8.935046852	5.556269822	4.740545255
509	0.022938819	0.02404112	0.032098564	0.080389253	0.080389253	0.080389253	8.928158683	5.342344955	3.656955833
510	0.018569056	0.017915156	0.015170838	0.066287824	0.066287824	0.066287824	9.530984533	5.069866358	3.487698645
511	0.005682474	0.000647328	0.000196004	0.035858676	0.035858676	0.035858676	9.054616642	5.779590569	2.96359442
512	0.040987106	0.040824905	0.040102828	0.084526014	0.084526014	0.084526014	8.691503912	4.876145536	4.86741879
513	0.074952025	0.412960189	2.09E-09	2.07E-09	2.07E-09	2.07E-09	-5.77E-28	3.220061008	7.80E-21
514	0.052952911	0.384394701	2.06E-09	2.06E-09	2.06E-09	2.06E-09	1.07E-10	8.824574868	-3.98E-14
515	0.052026785	0.052323926	0.049769946	0.106303427	0.106303427	0.106303427	8.042669627	5.04464946	4.548177694
516	0.065945342	0.065587014	0.071897968	0.104627994	0.104627994	0.104627994	8.920333	5.606943757	5.059866976
517	0.029868104	0.028116946	0.019971439	0.088716492	0.088716492	0.088716492	9.106881403	4.89709803	3.706087234
518	0.063922935	0.063516007	0.046996015	0.153812877	0.153812877	0.153812877	8.506455454	5.576361395	3.350682436
519	0.020673924	0.017820551	0.022930842	0.060023885	0.060023885	0.060023885	7.420223609	4.143887153	2.797575345
520	0.042005424	0.376365101	2.06E-09	2.06E-09	2.06E-09	2.06E-09	-6.04E-11	6.28929558	-1.98E-13
521	0.023617457	0.023878647	0.013369381	0.09250892	0.09250892	0.09250892	9.243577537	5.438198443	3.01289937
522	0.017285155	0.011477365	0.015510951	0.038179474	0.038179474	0.038179474	10.08393124	5.546160019	3.857066765
523	0.012678593	0.010011345	0.012434377	0.046395758	0.046395758	0.046395758	9.618656708	5.052262712	4.724054387
524	0.016988592	0.01150851	0.027791496	0.042985219	0.042985219	0.042985219	9.507497852	6.289521008	3.959197353
525	0.162959956	0.523326882	1.12E-07	2.35E-09	2.35E-09	2.35E-09	-4.87E-32	3.353197284	6.10E-23
526	0.004889991	0.000197703	0.01366901	0.030209846	0.030209846	0.030209846	6.188022029	4.640419361	4.739491994
527	0.007624741	0.012126952	0.005748115	0.073770958	0.073770958	0.073770958	9.461732975	6.165660974	4.87110668
528	0.057779499	0.38241605	2.10E-09	2.17E-09	2.17E-09	2.17E-09	1.04E-10	7.73678658	-1.99E-13
529	0.055368933	0.055243622	0.041721726	0.100448295	0.100448295	0.100448295	7.814342904	5.041123571	3.204706939
530	0.002659543	5.41E-05	0.013752854	0.038779935	0.038779935	0.038779935	8.442689825	5.869370097	4.020898646
531	0.004682386	0.004981707	0.002361999	0.069585774	0.069585774	0.069585774	9.899086678	6.510943813	4.198080292
532	0.050084064	0.046514406	0.041358169	0.081833624	0.081833624	0.081833624	7.79405604	4.892488776	4.946598938
533	0.023178072	0.018657526	0.021209539	0.05428254	0.05428254	0.05428254	8.346076872	5.303570039	5.134286282
534	0.046824359	0.044280566	0.043635503	0.095705553	0.095705553	0.095705553	8.709796368	5.296681643	3.373701235
535	0.015578	0.018447855	0.002893983	0.095696255	0.095696255	0.095696255	9.814679142	5.543038407	1.460698927
536	0.138393722	0.142117705	0.134648775	0.369894705	0.369894705	0.369894705	7.899607192	5.598142759	4.067354322
537	0.045342438	0.552383983	0.045342438	0.080473151	0.080473151	0.080473151	-2.16E-37	6.543540688	4.71E-17
538	0.075428614	0.080741544	0.068511673	0.135017507	0.135017507	0.135017507	8.372647088	4.380019636	3.388564375
539	0.072053906	0.076928198	0.05475499	0.168760971	0.168760971	0.168760971	8.900879751	5.493621089	2.996090821
540	0.023912487	0.019128709	0.002941258	0.061562488	0.061562488	0.061562488	7.772372095	5.073056739	2.663702085
541	0.048292955	0.047500976	0.055644819	0.076492316	0.076492316	0.076492316	7.736619464	5.390565542	4.165337409
542	0.010605301	0.009579923	0.009283886	0.056567989	0.056567989	0.056567989	7.562029218	5.328648214	2.464422519
543	0.019361289	0.01928857	0.026947294	0.062034629	0.062034629	0.062034629	9.11805446	5.087273189	5.115327603
544	0.156445686	0.533870664	5.92E-09	2.41E-09	2.41E-09	2.41E-09	-8.67E-33	4.29619124	1.78E-24
545	0.088911198	0.430136507	2.06E-09	2.07E-09	2.07E-09	2.07E-09	1.81E-30	3.309391038	1.99E-21
546	0.008031918	2.06E-09	0.018966593	0.026079918	0.026079918	0.026079918	7.329096107	6.108624659	4.418077712
547	0.006462727	0.000364981	0.017401846	0.034820363	0.034820363	0.034820363	7.806541198	4.918663195	4.02622288
548	0.027243494	0.023819307	0.020176278	0.072241214	0.072241214	0.072241214	9.192443815	5.903352753	3.516821418
549	0.016526127	0.017454542	0.017909256	0.064665867	0.064665867	0.064665867	9.502259018	5.574180829	4.942628911
550	0.018276567	0.012691703	0.020159298	0.048920738	0.048920738	0.048920738	9.701552423	5.612094653	4.92709487
551	0.017273409	0.01889898	0.013753302	0.074716613	0.074716613	0.074716613	7.84453584	4.9819348	4.038359952
552	0.017849831	0.014355361	0.022697803	0.044327763	0.044327763	0.044327763	9.402756031	5.636852073	4.049437077
553	0.145694276	0.506663721	0.00055273	2.06E-09	2.06E-09	2.06E-09	-2.43E-31	2.889169478	1.02E-18
554	0.021615104	0.018251494	0.013940711	0.075246733	0.075246733	0.075246733	8.317140254	4.768259962	3.021523867
555	0.020245623	0.019518489	0.020578836	0.083330765	0.083330765	0.083330765	7.989967895	5.215211046	4.149995866
556	0.118844849	0.124392406	0.116868765	0.218975739	0.218975739	0.218975739	8.232713391	5.992747637	3.965026376
557	0.022122059	0.018839175	0.023195195	0.059340691	0.059340691	0.059340691	8.198125078	5.537659895	4.465048333
558	0.027061165	0.026347001	0.024447381	0.069919673	0.069919673	0.069919673	8.698546081	6.035780946	3.364615242
559	0.006623342	0.000396871	1.67E-05	0.03326683	0.03326683	0.03326683	8.458860989	5.305896926	0.198292625
560	0.018974546	0.01885488	0.013343845	0.069604268	0.069604268	0.069604268	9.403337618	5.533400971	3.702647703
561	0.027012411	0.025007449	0.019674631	0.05921222	0.05921222	0.05921222	8.783454108	5.153836561	3.198566147
562	6.63E-05	2.98E-07	7.57E-07	0.040488563	0.040488563	0.040488563	7.027740805	5.569233335	2.402724031
563	0.123217291	0.474570205	2.15E-09	2.11E-09	2.11E-09	2.11E-09	5.86E-28	5.122087605	8.99E-23
564	0.017451034	0.013912469	2.06E-09	0.060649085	0.060649085	0.060649085	8.541101765	5.52010029	87459.34879
565	0.004422163	0.000164522	2.14E-06	0.044319085	0.044319085	0.044319085	7.958027255	5.24745105	10.97788861
566	0.012954086	0.009726859	0.013475445	0.053667729	0.053667729	0.053667729	10.51128951	6.039487897	4.381099451
567	0.025216447	0.023949175	0.013506214	0.071972362	0.071972362	0.071972362	8.82461677	6.583625917	3.360015844
568	0.016581207	0.018545226	0.025719054	0.061378825	0.061378825	0.061378825	9.875088732	5.097651543	4.019798388
569	0.026203414	0.025880694	0.024378524	0.075612142	0.075612142	0.075612142	9.008671941	5.107860212	3.34039688
570	0.004190977	0.000211438	0.004077262	0.042931339	0.042931339	0.042931339	7.503600835	4.579687967	3.835684562
571	0.020940119	0.018164292	0.027434807	0.054847085	0.054847085	0.054847085	10.22748459	6.325603195	4.281711742
572	0.001954276	3.78E-05	0.010357448	0.033297279	0.033297279	0.033297279	7.447225351	5.421361423	4.060983307
573	0.026037937	0.02469591	0.026166582	0.061821446	0.061821446	0.061821446	9.750663721	5.143453653	3.411465202
574	0.072426428	0.411503133	2.31E-09	2.06E-09	2.06E-09	2.06E-09	3.38E-29	3.91350391	1.18E-20
575	0.004113428	0.000208098	0.006668901	0.036153744	0.036153744	0.036153744	7.263606268	5.184156032	4.216575956
576	0.066424413	0.468187913	2.06E-09	2.06E-09	2.06E-09	2.06E-09	1.82E-33	4.451164025	1.25E-22
577	0.02667512	0.025672332	0.023767243	0.08652577	0.08652577	0.08652577	10.46919063	5.653375162	3.541276858
578	0.044638198	0.042264859	0.038714457	0.081644451	0.081644451	0.081644451	8.886558557	6.131486258	3.9389842
579	0.019870216	0.018493056	0.00618993	0.06931357	0.06931357	0.06931357	7.936317056	4.964089603	3.794251514
580	0.04974969	0.731066354	0.056373784	0.126081535	0.126081535	0.126081535	-6.98E-50	4.946112687	5.10E-23
581	0.070872402	0.418493952	3.32E-09	3.30E-09	3.30E-09	3.30E-09	-2.75E-28	2.933289901	7.23E-21
582	0.028214276	0.028964828	0.016902258	0.100524166	0.100524166	0.100524166	10.83339396	5.743077376	4.238874321
583	0.001451419	2.63E-05	0.002249702	0.044770951	0.044770951	0.044770951	8.153942398	5.759319098	4.175120255
584	0.118238783	0.473639438	2.15E-05	2.06E-09	2.06E-09	2.06E-09	-2.44E-29	5.920990339	1.12E-18
585	0.161802339	0.525357676	3.16E-09	2.06E-09	2.06E-09	2.06E-09	-4.18E-32	4.189907022	1.83E-24
586	0.039780357	0.035129423	0.03983685	0.071364699	0.071364699	0.071364699	9.553055957	5.273488057	4.663493755
587	0.029895408	0.030585458	0.026089367	0.083305981	0.083305981	0.083305981	9.297464519	5.879004383	4.905899304
588	0.047838775	0.045012102	0.040988723	0.09332534	0.09332534	0.09332534	8.548034731	5.578569815	4.514236294
589	0.047714723	0.040180709	0.05107562	0.073476038	0.073476038	0.073476038	8.399664712	4.31066298	4.523601571
590	0.023148179	0.021315536	0.020651009	0.073389687	0.073389687	0.073389687	8.762928219	6.118810372	4.768584471
591	0.016947672	0.013449235	0.022359619	0.047191119	0.047191119	0.047191119	9.118805197	6.061701006	4.540738868
592	0.048032809	0.047924305	0.049773187	0.079215755	0.079215755	0.079215755	8.382792791	6.259445418	4.39051178
593	0.049111327	0.047255798	0.055770012	0.081701575	0.081701575	0.081701575	8.005079932	4.815174036	4.11898038
594	0.010337372	0.009562267	0.01960117	0.05078899	0.05078899	0.05078899	9.873234615	5.327016823	3.717800589
595	0.023299216	0.021054488	0.014032384	0.069771697	0.069771697	0.069771697	7.23139612	5.611758542	3.767869748
596	0.026038511	0.026500437	0.020650684	0.089332375	0.089332375	0.089332375	6.999777948	4.546746566	3.586224466
597	0.071388726	0.413562084	2.68E-09	2.36E-09	2.36E-09	2.36E-09	3.64E-29	6.185152617	1.83E-20
598	0.034129885	0.358002701	2.82E-09	2.08E-09	2.08E-09	2.08E-09	7.23E-11	7.029629037	-1.75E-13
599	0.037393728	0.039711203	0.037455467	0.101039908	0.101039908	0.101039908	9.584915303	5.718267976	5.858615205
600	0.004139153	0.000163843	0.001046858	0.036704523	0.036704523	0.036704523	6.970035492	5.928654957	3.249183479
601	0.071452993	0.401830685	2.08E-09	2.06E-09	2.06E-09	2.06E-09	2.03E-28	4.549893176	2.70E-20
602	0.005745237	5.36E-06	0.018975588	0.032218647	0.032218647	0.032218647	8.519232184	6.379273626	3.758864298
603	0.036486691	0.353230764	3.37E-09	2.06E-09	2.06E-09	2.06E-09	1.69E-10	8.297649136	-4.67E-13
604	0.020483876	0.020530933	0.022924571	0.069356491	0.069356491	0.069356491	8.741387379	5.9650429	4.148096458
605	0.096802514	0.442643455	5.03E-09	2.07E-09	2.07E-09	2.07E-09	-5.07E-28	3.62593884	1.94E-21
606	0.024619591	0.021269307	0.009095901	0.060982419	0.060982419	0.060982419	9.623111288	5.671215191	5.00641673
607	3.96E-07	6.79E-09	9.65E-05	0.048523899	0.048523899	0.048523899	8.293604422	5.988038947	3.810651112
608	0.153994841	0.521392584	0.000541114	2.06E-09	2.06E-09	2.06E-09	-5.55E-32	4.479447638	4.72E-19
609	0.023994811	0.023416169	0.023235603	0.074916853	0.074916853	0.074916853	10.11415612	5.275524649	4.504766806
610	0.016568328	0.015364307	0.020879525	0.065496776	0.065496776	0.065496776	8.776907713	6.580790236	4.214584061
611	0.05755589	0.054173576	0.058000198	0.090195179	0.090195179	0.090195179	7.862923759	5.246161142	4.162280923
612	0.019598009	0.01837519	0.010323857	0.064512584	0.064512584	0.064512584	8.504237802	6.045752587	3.239423577
613	0.050880007	0.049895863	0.038490089	0.095923518	0.095923518	0.095923518	7.902427074	6.150239694	3.93478431
614	0.006121451	0.00662285	0.012424406	0.057086939	0.057086939	0.057086939	7.629506684	5.74525998	3.408081561
615	0.097149783	0.441381493	3.54E-09	2.06E-09	2.06E-09	2.06E-09	-7.00E-27	5.516049244	2.30E-21
616	0.057257448	0.384224293	2.99E-09	2.17E-09	2.17E-09	2.17E-09	9.62E-11	5.67856486	-7.55E-14
617	0.080552471	0.419318576	2.85E-06	2.06E-09	2.06E-09	2.06E-09	1.39E-29	4.95946875	9.82E-18
618	0.005498136	0.001273509	0.010178098	0.038325189	0.038325189	0.038325189	9.059749642	5.564386624	4.415498484
619	0.05557037	0.05416616	0.051829203	0.116111997	0.116111997	0.116111997	9.211947939	5.822556047	4.553117057
620	0.006179786	0.006222927	0.010258631	0.052378343	0.052378343	0.052378343	8.694970707	5.462075162	2.677033338
621	0.010396584	0.009683132	0.010676997	0.051721778	0.051721778	0.051721778	8.271068383	6.492647841	4.139700401
622	0.02973052	0.026604637	0.024733836	0.067525862	0.067525862	0.067525862	9.878429145	5.769556322	3.985958362
623	0.007927382	0.001273698	0.013195832	0.037640234	0.037640234	0.037640234	8.810024056	5.824358981	4.375882333
624	0.065008837	0.06611474	0.067449379	0.119116016	0.119116016	0.119116016	8.03911485	5.75199386	3.53035725
625	0.00627953	0.000209319	0.01406423	0.028548725	0.028548725	0.028548725	7.563064205	5.687130637	3.946858736
626	0.006162451	0.000531843	0.018410765	0.030670165	0.030670165	0.030670165	7.761576742	5.46630543	4.62106666
627	0.028675871	0.024697921	0.022802344	0.071392155	0.071392155	0.071392155	9.222237043	6.070088479	4.437959085
628	0.090555814	0.089846553	0.0826236	0.16353963	0.16353963	0.16353963	9.441523729	6.524458416	3.886335707
629	0.004887803	0.000608099	0.009761045	0.036261157	0.036261157	0.036261157	8.279109843	5.034647915	4.220157508
630	2.38E-08	2.06E-09	2.80E-09	0.042764403	0.042764403	0.042764403	8.161858435	5.567796643	3.059247529
631	0.004244221	0.000450529	0.003897169	0.036121034	0.036121034	0.036121034	6.808973711	5.279560966	4.760386019
632	0.006600353	0.000870749	0.018303293	0.034441344	0.034441344	0.034441344	8.588553746	6.07842027	3.395771195
633	0.051174379	0.055093572	0.051263111	0.116626956	0.116626956	0.116626956	8.043576695	5.139939165	5.60746852
634	0.062546959	0.061307094	0.057282925	0.111994528	0.111994528	0.111994528	7.967114492	6.085008414	4.617933553
635	0.050345077	0.049162382	0.04326208	0.082155498	0.082155498	0.082155498	8.591309397	5.296531861	3.873732614
636	0.023149893	0.023528491	0.007427392	0.078803658	0.078803658	0.078803658	9.294716996	6.362292662	3.484968876
637	0.133625849	0.628745024	2.92E-05	2.06E-09	2.06E-09	2.06E-09	-8.27E-40	3.794629149	3.86E-24
638	0.068809166	0.069190315	0.07087952	0.146016331	0.146016331	0.146016331	7.969762744	4.350346439	3.745575173
639	0.091736809	0.513893535	2.06E-09	2.06E-09	2.06E-09	2.06E-09	-7.91E-33	3.923735715	2.81E-24
640	0.076564137	0.075956205	0.075176213	0.127211303	0.127211303	0.127211303	9.333818801	5.618744267	4.368042944
641	0.041376695	0.38051149	2.61E-09	2.06E-09	2.06E-09	2.06E-09	1.96E-12	5.471150936	-7.13E-14
642	0.022679939	0.018474246	0.019043688	0.042317566	0.042317566	0.042317566	8.378364804	5.295101312	2.393819488
643	0.007070151	0.000337365	0.013747823	0.030922912	0.030922912	0.030922912	8.216044301	5.686825064	4.213441998
644	0.055510562	0.057143938	0.047482683	0.120224732	0.120224732	0.120224732	8.273577795	4.982865075	4.399383554
645	0.071140808	0.406482695	2.06E-09	2.12E-09	2.12E-09	2.12E-09	6.83E-29	3.444791137	1.39E-20
646	0.000342245	0.314721717	1.27E-08	0.096255407	0.096255407	0.096255407	6.77E-12	7.609833566	5.68E-18
647	0.044403317	0.043359873	0.052418597	0.081966752	0.081966752	0.081966752	9.631610304	5.72356191	3.387697407
648	0.065922441	0.063015877	0.068967703	0.094530232	0.094530232	0.094530232	8.553525994	5.376597001	4.85018091
649	0.00153362	7.92E-05	0.010610567	0.036708555	0.036708555	0.036708555	7.964981801	4.923439462	4.434221969
650	0.003187788	0.00707683	0.000336372	0.061700008	0.061700008	0.061700008	6.906149788	5.370902727	7.245135101
651	0.061900392	0.3950056	2.49E-09	2.40E-09	2.40E-09	2.40E-09	4.52E-28	4.088440941	5.02E-20
652	0.019746101	0.022922727	0.018322512	0.089822345	0.089822345	0.089822345	8.581561821	6.136353754	3.779211509
653	0.01444709	0.015070114	0.00870968	0.07338884	0.07338884	0.07338884	10.69944655	6.018547019	2.623818475
654	0.019498945	0.019914959	0.010771397	0.083070365	0.083070365	0.083070365	8.146927618	4.780655194	1.809758419
655	0.020872957	0.024138707	0.014846411	0.098246471	0.098246471	0.098246471	9.642182451	6.147837935	4.260552391
656	0.041127296	0.366651797	2.06E-09	2.19E-09	2.19E-09	2.19E-09	2.85E-11	8.267988044	-2.40E-13
657	2.12E-09	0.006082476	0.006587539	0.064623201	0.064623201	0.064623201	207779.2373	5.717957464	4.521883721
658	0.048723196	0.04938332	0.05277828	0.111342203	0.111342203	0.111342203	9.247021876	6.419711298	4.065173318
659	0.063985671	0.395839298	2.09E-09	2.07E-09	2.07E-09	2.07E-09	-8.54E-28	6.134460227	5.90E-20
660	0.005985632	0.000203338	0.024019255	0.030802206	0.030802206	0.030802206	8.321904093	5.241720131	4.30025789
661	0.133217827	0.488287632	1.27E-05	2.72E-09	2.72E-09	2.72E-09	4.12E-28	4.17650078	1.43E-19
662	0.077423642	0.079125546	0.074290652	0.133020454	0.133020454	0.133020454	8.510123164	5.24708602	4.132593983
663	0.024101832	0.025163517	0.025942746	0.097343277	0.097343277	0.097343277	8.92763819	5.645320424	5.089007638
664	0.01596738	0.01218236	0.005187223	0.04559564	0.04559564	0.04559564	9.898510884	5.885119889	2.410018138
665	0.015882358	0.009144611	0.022097925	0.039744167	0.039744167	0.039744167	8.432065329	5.20337121	3.099889223
666	0.139151259	0.501714903	2.49E-07	2.06E-09	2.06E-09	2.06E-09	-6.09E-31	4.42657889	1.02E-21
667	0.036371835	0.360409436	4.40E-09	2.06E-09	2.06E-09	2.06E-09	-9.53E-12	6.239842339	-4.89E-13
668	0.02635603	0.028589038	0.027775139	0.084648598	0.084648598	0.084648598	8.462651344	6.209487567	3.457769082
669	0.041626874	0.037893369	0.029162961	0.100852792	0.100852792	0.100852792	9.919614331	5.375394493	4.035353315
670	0.052424432	0.04818172	0.056786913	0.082551411	0.082551411	0.082551411	9.039716866	4.922389195	4.337528852
671	0.046120405	0.375533153	2.06E-09	2.56E-09	2.56E-09	2.56E-09	-1.14E-10	6.40870075	-3.68E-13
672	0.024172083	0.022145025	0.022470919	0.081216815	0.081216815	0.081216815	8.325406312	6.058736469	4.407682442
673	0.006846447	0.007433642	2.10E-09	0.055911583	0.055911583	0.055911583	9.909452447	5.229396302	518786.4799
674	0.019620809	0.019934712	0.008748516	0.081342628	0.081342628	0.081342628	8.294701811	5.958690957	3.985808872
675	0.034857691	0.037590036	0.025315873	0.074876932	0.074876932	0.074876932	9.851824314	5.72501633	4.694651889
676	0.06449019	0.064430974	0.056261852	0.144977977	0.144977977	0.144977977	7.923109194	4.656327337	4.582578501
677	0.055687926	0.053214404	0.048949589	0.118191688	0.118191688	0.118191688	8.985291994	5.544130675	3.945484531
678	2.63E-09	0.007413142	0.001453753	0.08659747	0.08659747	0.08659747	4911420.473	5.324076983	3.117956007
679	0.043715155	0.041543898	0.038137275	0.07746967	0.07746967	0.07746967	8.192790794	4.232225072	3.811136565
680	0.024719997	0.025401538	0.017044872	0.07701547	0.07701547	0.07701547	10.26724184	6.086813532	4.114351259
681	0.000537962	0.312982626	6.80E-05	0.002992994	0.002992994	0.002992994	1.15E-11	6.986979106	3.40E-14
682	0.031098057	0.036524297	0.020199759	0.112324335	0.112324335	0.112324335	8.933601135	5.660802385	4.895984983
683	0.014676842	0.010432735	0.021366401	0.046837158	0.046837158	0.046837158	7.822509813	5.191520648	3.661236056
684	0.13798116	0.510998536	2.70E-05	2.06E-09	2.06E-09	2.06E-09	-1.47E-31	4.867327066	5.76E-20
685	0.009125487	0.000509346	0.012730325	0.031937345	0.031937345	0.031937345	6.847674492	4.119216361	3.852374515
686	0.026645685	0.024405487	0.011521273	0.069915556	0.069915556	0.069915556	7.91402067	5.449331862	3.805160879
687	0.094947405	0.442133671	2.45E-09	2.10E-09	2.10E-09	2.10E-09	-4.56E-28	3.612813455	9.80E-22
688	0.006655541	0.000350889	0.009173517	0.030794917	0.030794917	0.030794917	7.923076882	6.058320132	4.039580993
689	0.024325529	0.023748841	0.012469082	0.069734073	0.069734073	0.069734073	7.91579396	5.164661051	2.934071141
690	0.01074957	0.018902732	0.008244872	0.130483735	0.130483735	0.130483735	8.560689455	5.605505613	3.124720837
691	0.057961847	0.395028774	2.08E-09	2.06E-09	2.06E-09	2.06E-09	3.51E-28	3.571384107	3.65E-20
692	0.041748113	0.041824166	0.044042304	0.09160305	0.09160305	0.09160305	8.705094271	5.629970489	4.469508572
693	0.006613674	0.000630191	0.022678168	0.027859296	0.027859296	0.027859296	9.387597545	5.748100859	4.533666879
694	0.044117451	0.04309839	0.025215156	0.086143682	0.086143682	0.086143682	8.094613407	4.535049266	3.640356844
695	0.026316917	0.024947647	0.02242715	0.073819618	0.073819618	0.073819618	7.402148916	5.691176462	3.445118632
696	0.000782801	0.309156226	0.000424402	0.050345782	0.050345782	0.050345782	0.027088679	6.913272273	-9242.804932
697	0.053893354	0.614150106	2.06E-09	2.06E-09	2.06E-09	2.06E-09	-4.41E-34	5.62270758	1.30E-27
698	0.048405389	0.045112181	0.028065675	0.084331006	0.084331006	0.084331006	8.773416803	5.652450104	4.251029525
699	0.009452244	0.000230138	0.009202842	0.026814913	0.026814913	0.026814913	8.155008804	6.163879643	4.259955135
700	0.018263491	0.013078373	0.023904718	0.037495171	0.037495171	0.037495171	9.12719304	5.922978522	3.854429321
701	0.017083134	0.014106293	0.015292175	0.04809856	0.04809856	0.04809856	10.96753224	5.784725057	3.24307678
702	0.079191915	0.442371392	2.06E-09	2.06E-09	2.06E-09	2.06E-09	2.27E-31	4.482229564	1.00E-21
703	0.124176198	0.270999765	8.57E-09	2.06E-09	2.06E-09	2.06E-09	-132578393.9	-336.2092403	1002747.162
704	0.019652696	0.023649067	0.01673687	0.068927596	0.068927596	0.068927596	7.664624421	5.555432397	3.152232741
705	0.074712378	0.074819304	0.067042369	0.147043833	0.147043833	0.147043833	7.838976545	4.046326366	3.080398601
706	0.004395419	5.16E-05	2.69E-05	0.032257889	0.032257889	0.032257889	7.011520555	5.079202741	2.379327522
707	0.042474395	0.040705476	0.040297254	0.093073303	0.093073303	0.093073303	8.661954868	5.069224514	4.552974662
708	0.021920756	0.019714108	0.016884555	0.055186494	0.055186494	0.055186494	8.520385857	5.127318834	2.981980923
709	0.004842378	0.000695256	0.024691542	0.03292459	0.03292459	0.03292459	8.813872803	6.002988659	3.724407917
710	0.007126732	0.000929693	0.012104369	0.029785994	0.029785994	0.029785994	6.976099231	5.618699531	4.641785035
711	0.004149866	2.45E-05	0.014741446	0.029171573	0.029171573	0.029171573	8.057057351	6.115766919	3.497048218
712	0.056141488	0.053875312	0.056109939	0.092945337	0.092945337	0.092945337	8.464432736	5.297124799	4.075596536
713	0.019630996	0.029699219	2.07E-09	0.118556127	0.118556127	0.118556127	8.379163517	5.127840015	-3301714.022
714	0.020984501	0.022082241	0.010201269	0.084524744	0.084524744	0.084524744	10.69534814	5.225092696	3.786539588
715	0.046091955	0.046314888	0.046082965	0.110275545	0.110275545	0.110275545	7.378980808	5.232836993	2.746096202
716	0.028157924	0.031063814	0.015718222	0.083426997	0.083426997	0.083426997	9.565082702	6.104795681	4.551553918
717	0.005060901	6.83E-05	0.003283065	0.034805679	0.034805679	0.034805679	7.430087011	5.478590941	3.269722392
718	0.075247989	0.411933832	2.17E-09	2.06E-09	2.06E-09	2.06E-09	4.10E-29	4.726122222	1.29E-20
719	0.166974053	0.582796712	0.047838867	0.07494636	0.07494636	0.07494636	-5.44E-37	5.21214656	3.99E-18
720	0.150153637	0.524087689	0.043019737	0.084718031	0.084718031	0.084718031	1.25E-28	4.266786296	2.47E-16
721	0.131618008	0.490991878	7.30E-06	2.06E-09	2.06E-09	2.06E-09	-2.92E-28	3.89531092	6.21E-20
722	0.06049362	0.058246735	0.0609467	0.079366438	0.079366438	0.079366438	7.514406359	5.07060677	3.425299866
723	0.006305811	6.27E-05	2.06E-09	0.030444014	0.030444014	0.030444014	7.474413273	4.091120345	-2018.679848
