"ERsimdeltaAICc" "ERestlnLER" "ERestRateER" "ERestlnLARD" "ERestRateARDq12" "ERestRateARDq21"
"1" -2.13075258226616 -4.30215088160324 0.00338926782458305 -4.23204330176858 0.00617821298753071 0.147120858368154
"2" -2.23003936805508 -8.03417602691975 0.00373873644813143 -8.01371183997955 0.00373833360171186 3.73486311100213e-173
"3" 1.82310840094702 -11.9091977003949 0.0111097618658654 -9.86215962895363 0.0545317840037049 0.50411594741874
"4" -2.02343394168916 -6.36806272296427 0.00720231685003217 -6.24429582284111 0.000397167782236724 0.0598479057181805
"5" 0.682769194383997 -9.77068547161263 0.0111523945249261 -8.29381700345289 1.92253510106982e-14 0.0746648966914445
"6" 0.328147105144346 -11.1843166871188 0.0113382438876428 -9.88475926357892 0.066423082224727 0.619195321357415
"7" 1.23233647709611 -7.59352996302289 0.00721520737658064 -5.84187785350709 1.16497361613525e-18 0.0152394640778522
"8" -1.98820495529611 -8.65753077581235 0.00741876624615654 -8.51614938249266 0.00559459433167643 0.0112243435265576
"9" 5.16514098934237 -13.7723089809257 0.0116303228327725 -10.0542546152868 2.09484740846614 20.942584973358
"10" -2.05455992584043 -8.70625827014523 0.00732020662303457 -8.59805436209771 0.00737009179091058 2.43261531210578e-217
"11" -1.99493916665077 -9.88415279195836 0.0109682208158958 -9.746138504316 0.0237602107293572 0.179239836214873
"12" -2.03679082728941 -8.19164243677013 0.00759773304923729 -8.07455397944709 0.00767750480669752 9.63151306832121e-17
"13" -1.63347758781611 -8.38983698712698 0.00738672666829661 -8.07109191006729 0.00834890992974619 6.36180650858954e-59
"14" -1.84527173290744 -3.65946022192885 0.00340357925793836 -3.44661221741482 4.74274488588343e-16 0.0752758188229534
"15" -2.05309868396295 -14.8849575619583 0.0163745785395989 -14.7760230329721 0.0187065086108363 0.0119896310842514
"16" 0.12330298923828 -9.9923769797001 0.0115177179316113 -8.79524161411322 0.0162741541181915 7.08320525115997e-208
"17" NA NA NA NA NA NA
"18" -1.87970545342297 -6.48852787716974 0.00345022170017724 -6.29289673291348 0.00411785022010702 1.89855074016488e-17
"19" -1.62194269971964 -12.3101883864269 0.0123275528307575 -11.985675865319 0.0126732794530282 1.48032202797584e-34
"20" 1.78754130642194 -7.08254222986936 0.00873918231273929 -5.05328770569065 3.2606346679358e-14 0.0273349590452617
"21" -0.989506900605857 -10.8154408567987 0.015066340448366 -10.1747104361338 0.0154804020043028 3.88401920686727e-25
"22" -2.25595494029669 -3.91675815928821 0.0033914748275259 -3.90925175846881 0.00336229739117933 2.02400061643328e-194
"23" 1.42995154224936 -15.4459895811035 0.0210257613907514 -13.5955299390111 0.0593121327071542 0.308656906694892
"24" -1.92258000300992 -4.6450334601217 0.00353141195926831 -4.47083959065892 0.00413339695834845 1.7440532530492e-172
"25" -2.25155076482913 -8.70540191798777 0.011211044334493 -8.69569342943459 0.012067692870881 0.0717568138724195
"26" -0.200033200159208 -5.93548791577414 0.00698999521301372 -4.900020644886 6.53761366489408e-15 0.0477956232658781
"27" -2.08296641979556 -4.16464924254443 0.00346843535879779 -4.07064858147447 0.00420528696542481 0.105018558451411
"28" -1.72390396224509 -11.1742659788877 0.0135771149549332 -10.9007340890425 0.0134680142115493 1.08360571406193e-199
"29" 1.21408789559618 -16.509058571925 0.0210206485275646 -14.7665307531591 0.0435435370082984 0.20549875490749
"30" NA NA NA NA NA NA
"31" -1.47840157978979 -7.78843375036673 0.00722095429244404 -7.39215066929388 0.0260462754104241 0.359371479711748
"32" -1.84254543709399 -3.65270175145625 0.00340296744097093 -3.4384905990355 1.58073634622334e-17 0.0755542265281479
"33" -1.7095088491486 -7.52551941199753 0.00706600771054779 -7.24478996560409 0.0151856192112168 0.177807014305547
"34" -1.32748336242968 -10.4586181838937 0.010960537444772 -9.98687599414081 0.0454507996546918 0.409537386632933
"35" -2.11063283047555 -9.97571629314528 0.0113415064691572 -9.89554883741531 0.0110585984778625 9.03447859691319e-16
"36" NA NA NA NA NA NA
"37" -2.14643275927002 -9.73698245233501 0.0102476858798523 -9.67471496100227 0.00992718708188731 0.00120884617514617
"38" -1.6926375285693 -4.61910112328927 0.00365090618733484 -4.32993601660618 4.13548310517876e-17 0.0574042282927804
"39" -1.61276565613559 -12.9636156285172 0.0180059931106819 -12.6345145856172 0.0178286398121846 2.08982992090133e-26
"40" -2.0991864148297 -3.69841854451214 0.00338840222777675 -3.61252788095924 9.57842163695782e-17 0.0791405314700237
"41" -0.719245107795485 -5.19792415816931 0.00339616033928449 -4.42206284109931 0.0198961142792453 0.593434656698498
"42" -1.22800665196778 -5.30310436677756 0.00379082378121857 -4.78162382179371 0.00617228978343182 5.26619740427828e-20
"43" -2.02565823842275 -7.90589219584285 0.00760117267751765 -7.78323744408648 0.0077022821013247 1.88970197122104e-156
"44" NA NA NA NA NA NA
"45" 1.08434695636199 -15.3943784013598 0.0192259081388606 -13.716721052211 0.028706539468081 1.9652506720989e-110
