"ARDsimdeltaAICc" "ARDestlnLER" "ARDestRateER" "ARDestRatelnLARD" "ARDestRateARDq12" "ARDestRateARDq21"
"1" 2.16665328245444 -13.2108739855545 0.0183129136402166 -13.158716755814 0.0175968050136855 0.00782461760581975
"2" 2.05762306306368 -9.9003031120863 0.0111082736129705 -9.7936307726504 0.0109059150708704 1.21004259194342e-16
"3" 0.350614457385234 -5.38365324644735 0.00342061481601303 -4.42347660417222 0.019858400978625 0.592251660121031
"4" 1.92258000300992 -4.6450334601217 0.00353141195926831 -4.47083959065892 0.00413339714260937 1.76984330269284e-172
"5" 1.87917041286707 -10.0990305146755 0.010957207796602 -9.90313185014125 0.0299503177578878 0.247877581326885
"6" 0.385102237366524 -4.73503488907117 0.00343711179323627 -3.79210213678669 0.00726742071763873 8.46998431756607e-173
"7" 2.08296641979603 -4.16464924254443 0.00346843535879779 -4.0706485814747 0.00420528801621298 0.105018515001594
"8" 1.58720469403503 -10.0408675330793 0.0116215268983846 -9.69898600912904 0.014407895530887 9.47691817639671e-05
"9" 2.06123241698021 -12.3824188752717 0.0116548021956765 -12.277551212794 0.0146754659396669 0.00771965229036121
"10" 1.10749964378638 -15.9407233014302 0.0221583295484937 -15.3589892523557 0.0348522251161154 0.114567639378868
"11" NA NA NA NA NA NA
"12" -0.358955014232336 -16.814548323015 0.0274063873493984 -15.4995869449311 0.0270766466856543 7.74412033908357e-83
"13" 2.02343394169371 -6.36806272296427 0.00720231685003217 -6.24429582284338 0.000397172191657072 0.0598479280090578
"14" 1.99112650716424 -12.8463477520287 0.0113535408563611 -12.706427134643 0.0111428481574615 1.07946054163451e-196
"15" -1.19626640132212 -10.5232438265073 0.0128392190535367 -8.7896267548785 0.0204469114137812 4.28414299476944e-17
"16" 0.605414408263208 -9.7002811226708 0.0127790144839099 -8.86750445583466 0.00104779947031469 0.0361142914835519
"17" 1.22800665196778 -5.30310436677756 0.00379082378121857 -4.78162382179371 5.26619740427828e-20 0.00617228978343182
"18" 0.350614457385234 -5.38365324644735 0.00342061481601303 -4.42347660417222 0.019858400978625 0.592251660121031
"19" -0.963668182068549 -9.05950800247056 0.00705935930036678 -7.44219004046855 0.050777631293087 0.740346467536439
"20" -0.121523045723425 -5.63166800544432 0.0033915257802566 -4.43542261161486 0.0299735734737434 0.910128713328332
"21" 2.2489313890603 -5.94465063760554 0.00439077508941204 -5.93363246116795 0.00433256991562813 0.00732048108449227
"22" 2.0991864148297 -3.69841854451214 0.00338840222777675 -3.61252788095924 9.57842163695782e-17 0.0791405314700237
"23" 0.125008001210414 -14.2169882967278 0.0173485679960715 -13.1440084263652 0.0293576110451877 0.138450988001864
"24" 0.556508259328741 -8.06813861354756 0.00742891827110513 -7.21090887224418 0.0141325239623915 8.88682615926403e-27
"25" 2.27048932343843 -9.43620677233898 0.0112239767639339 -9.43596756309045 0.0112519722582981 0.0120174515855071
"26" -0.742536291848824 -6.86289740642638 0.00746885631796735 -5.35614538953423 3.90390571380888e-15 0.0383090872065568
"27" 1.84254543709399 -3.65270175145625 0.00340296744097093 -3.4384905990355 1.58073634622334e-17 0.0755542265281479
"28" 1.6926375285693 -4.61910112328927 0.00365090618733484 -4.32993601660618 4.13548310517876e-17 0.0574042282927804
"29" 1.74706820174053 -11.150567907805 0.015771216528225 -10.8886181377075 0.0199630222484151 0.0852356553641095
"30" 0.0802229617510051 -6.86878534574755 0.00735937167985685 -5.77341295565531 1.6563664884591e-14 0.0262079075768086
"31" 2.25534696622285 -6.17466733568355 0.00346604877819803 -6.16685694782724 0.00343013906585182 4.28056997394575e-16
"32" 1.65266170573764 -18.6813206697628 0.0485748302827808 -18.3721676516639 0.0383628976284436 9.54227406853551e-55
"33" 1.19724172833747 -7.97878356938605 0.00750469474120463 -7.44192056258704 0.00945998606677064 3.08213137425146e-17
"34" NA NA NA NA NA NA
"35" 2.25111024833721 -7.34750939657469 0.00702691242982474 -7.33758064977556 0.00683272001924183 2.98325666541282e-125
"36" -0.076052836873675 -9.15841962000957 0.00707158075582977 -7.98490933060499 0.0850177933840715 1.23835078759715
"37" NA NA NA NA NA NA
"38" 1.25550389687318 -13.7183083444085 0.026412996410457 -13.2105764218773 3.71018096998578e-09 0.0291257924680985
"39" 1.86928645562773 -10.7986167301082 0.0120708593122954 -10.5977760869543 0.011897323621138 1.18789426194027e-16
"40" 1.84254543709399 -3.65270175145625 0.00340296744097093 -3.4384905990355 1.58073634622334e-17 0.0755542265281479
"41" 1.24607708368175 -11.4881691631798 0.0162504403360306 -10.9757238340529 0.00659829939782213 0.0280622439899897
"42" 0.228020193587724 -8.47640561630912 0.00789923166873246 -7.45493184213524 0.0123433605556073 2.4586375054687e-35
"43" 1.46851824350579 -4.7875348121606 0.0033924750154012 -4.38631006294576 0.0113256273804321 0.3156989059851
"44" 1.15827454228818 -9.8572620700256 0.0114203063656948 -9.30091547020194 0.013052362586867 5.15266193922381e-18
"45" 1.74848330417942 -7.52749621066598 0.00729329003145364 -7.26625399178795 1.37851864981905e-15 0.0623527232722652
"46" 2.2136085758949 -4.82134264986491 0.00341624097514503 -4.79266306684462 0.00345466645675242 4.75538224806373e-17
"47" 2.10544768468705 -6.88044558625363 0.00722314285896694 -6.79768555762941 0.00980847398607199 0.0964445514045228
"48" 2.25595494029669 -3.91675815928821 0.0033914748275259 -3.90925175846882 0.0033622973430819 5.23549114269141e-203
"49" 2.27034215893458 -9.14546575213347 0.0111861114503741 -9.14515296063301 0.0111545687170295 0.0102681347787095
"50" 1.92258000300991 -4.6450334601217 0.00353141195926831 -4.47083959065891 0.00413339709702868 5.10075421648797e-214
"51" 1.68681163642951 -11.6795264923608 0.0116274053471253 -11.3874484396079 0.0252315931137595 0.163275380347405
"52" 2.18357415477516 -6.14318424795551 0.00703453901626686 -6.09948745437535 0.00697914320496589 3.55873834815139e-217
"53" 0.0984324944599422 -8.50180671079013 0.00704698587298485 -7.41553908705236 0.0356623063152912 0.510114086208321
"54" 2.19557729877443 -10.9571618291199 0.0119656272708013 -10.9194666075394 0.0112912100989976 9.14352974702305e-15
"55" 1.84254543709399 -3.65270175145625 0.00340296744097093 -3.4384905990355 1.58073634622334e-17 0.0755542265281479
"56" 1.4582350350239 -4.77512804582663 0.00338306816039815 -4.36876169237084 0.00973689354588886 0.261629561114698
"57" 0.977854889236269 -10.372123059435 0.0111379425847366 -9.72556663308541 0.0175469760187834 0.126139451284295
"58" 0.719245107795485 -5.19792415816931 0.00339616033928449 -4.42206284109931 0.0198961142792453 0.593434656698498
"59" 1.56641191855297 -7.89307868377672 0.0107898040497626 -7.54080077208546 0.00114467423524954 0.0441992120051138
"60" 0.385102237366524 -4.73503488907117 0.00343711179323627 -3.79210213678669 0.00726742078637692 5.08267034835055e-18
"61" 0.486588091126261 -11.9419692658693 0.0142290332264771 -11.0497794404647 0.0172843160091403 8.73650158428419e-85
"62" 1.6883136893611 -15.4691386333807 0.0222457297666858 -15.1778116070935 0.028331449618856 0.0762043774640742
"63" 2.02763595467231 -11.3547519827525 0.0119485412283742 -11.2330860891209 0.0115260326806631 5.09031226900606e-197
"64" -1.17035680909478 -11.5922454983892 0.0111669479718634 -9.87158322287411 0.0585347845816036 0.54165638561654
"65" -0.1898731741492 -5.66869488947229 0.00339839981121118 -4.43827443142994 0.032305669893673 0.983532898444764
"66" 2.18357415477517 -6.14318424795551 0.00703453901626686 -6.09948745437535 0.00697914325070063 2.64203592908697e-21
"67" 2.18092675740856 -8.16453611005005 0.00710379692179315 -8.11951561778658 0.00699381135540146 1.99931100177216e-64
"68" 2.1968463368682 -12.18927231851 0.0124038668908184 -12.1522116159763 0.01187559647473 0.000694346222424853
"69" -0.962364937193074 -6.7376135278755 0.00738593521363444 -5.12094718831122 4.63594352528036e-18 0.0159259844483384
"70" NA NA NA NA NA NA
"71" 1.51124562646372 -7.57018319961948 0.00721648038028006 -7.19032214188359 0.0137309919300479 0.154803106734764
"72" 2.10482323623107 -14.4778569428579 0.0164101833135188 -14.3947846900057 0.0297128451978491 0.120495617296913
"73" 0.693761565639544 -9.80242995240105 0.0116131417878724 -9.01382686425307 0.0184643635470566 0.00204921276611758
"74" NA NA NA NA NA NA
"75" -0.1898731741492 -5.66869488947229 0.00339839981121118 -4.43827443142994 0.032305669893673 0.983532898444764
"76" 1.47840157978979 -7.78843375036673 0.00722095429244404 -7.39215066929388 0.026046273415196 0.359371455183439
"77" 0.473315301804494 -12.8963572711499 0.0156199773125138 -11.9975310510844 0.0462908327485055 0.287002962241429
"78" -0.888061357577726 -9.02694545232202 0.0070831377959659 -7.44743090256541 0.0533761167803672 0.779899070076323
"79" 2.21646306097417 -6.53437348424996 0.00704878022942943 -6.5071211437693 0.00691985292464103 2.01573356182807e-201
"80" 2.12671683198596 -7.4710040076088 0.00703934462512945 -7.39887855263404 0.0260815387005043 0.359999831989798
"81" 2.25051120133672 -12.8476220945088 0.0160010571961028 -12.8373938242094 0.0156824097086314 0.0103342116107968
"82" 2.21646306097417 -6.53437348424996 0.00704878022942943 -6.5071211437693 0.00691985298698526 6.19367890425986e-147
"83" NA NA NA NA NA NA
"84" -1.36324579503288 -9.25149830575297 0.00710089232045618 -7.43439153726879 0.0461642162863816 0.67032978718292
