#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <prior id="lambdaPrior.simcoal_input_5_1_1" name="distribution">
#            <parameter id="lambda" lower="0.0" name="x">0.01</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="alpha">2.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="beta">200.0</parameter>
#            </Gamma>
#        </prior>
#        <distribution id="snapprior.simcoal_input_5_1_1" lambda="@lambda" rateprior="gamma" spec="snap.likelihood.SnAPPrior">
#            <parameter estimate="false" id="alpha" lower="0.0" name="alpha">11.75</parameter>
#            <parameter estimate="false" id="beta" lower="0.0" name="beta">109.73</parameter>
#            <parameter estimate="false" id="kappa" lower="0.0" name="kappa">1.0</parameter>
#            <parameter id="coalescenceRate" name="coalescenceRate">10.0</parameter>
#            <tree clusterType="upgma" id="Tree.simcoal_input_5_1_1" nodetype="snap.NodeData" spec="beast.util.ClusterTree">
#                <taxa dataType="integerdata" id="snap.simcoal_input_5_1_1" spec="snap.Data">
#                    <taxonset id="1" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="1_1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="1_2" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="2" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="2_1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="2_2" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="3" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="3_1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="3_2" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="4" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="4_1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="4_2" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="5" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="5_1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="5_2" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="6" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="6_1" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="6_2" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                </taxa>
#                <parameter id="RealParameter.0" lower="0.0" name="clock.rate" upper="0.0">1.0</parameter>
#            </tree>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution data="@snap.simcoal_input_5_1_1" id="treeLikelihood.simcoal_input_5_1_1" non-polymorphic="false" pattern="coalescenceRate" spec="snap.likelihood.SnAPTreeLikelihood" tree="@Tree.simcoal_input_5_1_1">
#            <siteModel id="MutationSiteModel.simcoal_input_5_1_1" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="shape" name="shape">2.0</parameter>
#                <parameter estimate="false" id="proportionInvariant" name="proportionInvariant">0.0</parameter>
#                <substModel coalescenceRate="@coalescenceRate" id="MutationModel" spec="snap.likelihood.SnapSubstitutionModel">
#                    <parameter estimate="false" id="u" lower="0.0" name="mutationRateU">1.0</parameter>
#                    <parameter id="v" lower="0.0" name="mutationRateV">1.0</parameter>
#                </substModel>
#            </siteModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	theta0	theta1	theta2	theta3	theta4	theta5	theta6	theta7	theta8	theta9	theta10	TreeHeightLogger
0	-12239.964520445572	-11511.405960553006	-728.5585598925655	0.18321556926106922	0.08594425912358523	0.002849492825184069	0.0027957588031008126	0.0024875494276383582	0.00325274070228715	0.056572689815497956	0.005146240541994195	0.007537471930726496	0.1004992578547868	0.057739396880860695	0.023732666943885317
1000	-12241.562600649653	-11510.605563213358	-730.9570374362964	0.07832820100270635	0.10740209656023174	0.0026413556811245827	0.0026732101273807363	0.002586751509877335	0.0021920758885694684	0.06881701240905752	0.00730269288039284	0.007184191865552766	0.14042242048351652	0.05090094151239601	0.0311669969883078
2000	-12234.573587572311	-11524.237465622877	-710.3361219494353	0.14140089228649447	0.11374095211282442	0.003595248235882315	0.002780075523555199	0.0032460284855734245	0.0035096260866456903	0.08692957971027288	0.00833968265746459	0.008145867700097204	0.12420212090257846	0.06703963124597734	0.030795272062907456
3000	-12240.120312754023	-11512.43007676662	-727.6902359874035	0.10436351202356106	0.09547752273742464	0.002512150106525818	0.0022337634606223343	0.00331813297643648	0.0034671102579373705	0.07264336865873944	0.005162824907372822	0.006089816386505513	0.10862683522993928	0.05806205891395532	0.026514171284313905
4000	-12236.29101489956	-11516.240161214691	-720.0508536848677	0.1226019427446685	0.12015715388326723	0.002867070020155975	0.0021739742958732265	0.0027393401641246707	0.0034923412364339635	0.07961064790758729	0.00856223295459238	0.007106956627149825	0.13116619167419405	0.06386256870989795	0.029048509121411024
5000	-12242.372318860776	-11539.718212919019	-702.6541059417577	0.13860825922479025	0.09062666676298335	0.003265363197738553	0.0027869782023013756	0.003774627575024231	0.004426333026500576	0.08397611401425789	0.01437768265740232	0.006936585560621682	0.11474040362100643	0.06855515840215853	0.030586041031387352
6000	-12243.96332109729	-11528.5277546034	-715.4355664938907	0.12260285082249411	0.06961121122704647	0.0022049918166926028	0.004164304319861763	0.00296034194707341	0.00411050934946274	0.0735940132570448	0.009536627356475872	0.0051067799769580246	0.10243523739734539	0.06945212836804705	0.02505588575295618
7000	-12244.230640796835	-11517.800296940406	-726.4303438564298	0.13418826516412438	0.07043178162000355	0.002800810740814209	0.0027108547544695567	0.0017305078693484472	0.0027277080815978566	0.06375814433786114	0.005761200374229636	0.012984985115953576	0.12594666066111868	0.05393925638350259	0.025238108038299383
8000	-12242.234389173835	-11513.876670745996	-728.3577184278378	0.08935305678665476	0.07886343538465095	0.0024016423271367533	0.0022987998819080967	0.0023029023660820712	0.002215106912251987	0.07305244960588608	0.007296162760593766	0.011339582159050477	0.09788505072509657	0.05803099292127167	0.026734679250181272
9000	-12240.842807624333	-11531.9926490679	-708.8501585564321	0.15910801453047146	0.0688216911236922	0.003156172291756075	0.0035734736228034466	0.0030834287487876864	0.0030912173185432853	0.08456000504663215	0.009459463872349905	0.011552425085073332	0.11050153730556922	0.056186708098544653	0.033400156368316065
10000	-12238.296035124295	-11529.190425052371	-709.1056100719229	0.16747258104689655	0.09408667063496878	0.0031694493936126962	0.0036845685031551482	0.0027782940228562483	0.003543529519385855	0.09927263687442556	0.009178252798755664	0.010714652259370192	0.12467729009751362	0.05863180630100033	0.0331557127647872
11000	-12240.906563325594	-11524.706421499153	-716.2001418264416	0.09472660289140113	0.0922753339907715	0.003458858393525993	0.002499036467447369	0.00322266489133307	0.0034641887344699623	0.09835377423527446	0.0047831371966823785	0.009729318111719199	0.11803331162784397	0.07291101719646721	0.029639015317002214
12000	-12245.878711218265	-11527.671191134095	-718.2075200841696	0.08589720318688472	0.09092915761128263	0.002991124026955261	0.0033629653913915935	0.002961446384173288	0.002471332525466477	0.0891914772686109	0.0049055712397306755	0.011940454105135348	0.09744750947491773	0.05660456695019194	0.025003205459138943
